【阿黨比周】	相互勾結，相互偏袒，結黨營私。
【數典忘祖】	春秋時晉大夫籍談出使周朝，周景王問談：晉國何以沒有貢物？談答以晉國從來沒有受到周王室器物的賞賜，所以無器物可獻。周王指出從晉的始祖唐叔開始，就不斷受到王室的賞賜，責備籍談身為晉國司典的後裔，竟不知道這些史實，說他是“數典而忘其祖”。事見《左傳·昭公十五年》。後用以比喻忘本。現也用以比喻對祖國歷史的無知。
【數短論長】	說長道短，說三道四。
【數黑論白】	見“數黑論黃”。
【數黑論黃】	說長道短，挑唆是非。
【數黃道白】	見“數黃道黑”。
【數黃道黑】	猶數黑論黃。
【數見不鮮】	《史記·酈生陸賈列傳》：“一歲中往來過他客，率不過再三過，數見不鮮，無久慁公為也。”司馬貞索隱：“數見音朔現。謂時時來見汝也。不鮮，言必令鮮美作食，莫令見不鮮之物也”。後稱某種現象經常看見為“數見不鮮”。
【數米而炊】	①比喻過分計較瑣細的事情，不足以成大事。②形容吝嗇或生活困窮。
【數往知來】	謂知道了前事，就可以推測未來。語出《易·說卦》：“數往者順，知來者逆”。
【數一數二】	形容突出。
【鉥肝劌腎】	同“鉥心劌目”。
【鉥心劌目】	又作：嘔心瀝血。
【鉥心劌腎】	同“鉥心劌目”。
【鉥心刳形】	同“鉥心劌目”。
【漱流枕石】	又作：漱石枕流。
【漱石枕流】	南朝宋劉義慶《世說新語·排調》：“孫子荊年少時，欲隱。語王武子‘當枕石漱流’，誤曰‘漱石枕流’。王曰：‘流可枕，石可漱乎？’孫曰：‘所以枕流，欲洗其耳；所以漱石，欲礪其齒。’”後以“漱石枕流”形容隱居生活。
【衰當益壯】	猶老當益壯。
【雙鳧一雁】	漢蘇武出使匈奴被羈，歸國時留別李陵的詩中有“雙鳧俱北飛，一雁獨南翔”之句。後以“雙鳧一雁”為感傷離別之詞。
【雙柑鬥酒】	唐馮贄《雲仙雜記》卷二：“戴顒春攜雙柑、鬥酒，人問何之，曰：‘往聽鸝聲。此俗耳針砭，詩腸鼓吹，汝知之乎？’”後遂用為春日雅游的典故。
【雙管齊下】	兩手各握一支毛筆，同時作畫。比喻兩方面或兩件事同時進行。語本宋郭若虛《圖畫見聞志·故事拾遺》：“唐張璪員外畫山水松石名重於世。尤於畫松特出意象，能手握雙管一時齊下，一為生枝，一為枯幹，勢凌風雨，氣傲煙霞。”
【雙桂聯芳】	比喻兄弟二人俱獲功名。
【雙宿雙飛】	①雌雄同宿並飛。②比喻男女起居相共，形影不離。
【雙喜臨門】	謂兩年喜事一齊到來。
【霜凋夏綠】	又作：冬去春來。謂時光的流逝。
【霜露之悲】	對父母先祖的悲思。
【霜露之辰】	指父母先人的生日。
【霜露之感】	《禮記·祭義》：“霜露既降，君子履之，必有淒愴之心，非其寒之謂也。”鄭玄註：“非其寒之謂，謂淒愴及怵惕，皆為感時念親也。”後因以“霜露之感”指對父母或祖先的懷念。
【霜露之思】	對父母先祖的思念。
【霜行草宿】	謂在霜露中行走，草野中息宿。形容奔波勞苦。
【爽然若失】	本作“爽然自失”。形容茫無主見，無所適從。
【爽然自失】	見“爽然若失”。
【爽心豁目】	心神爽朗，眼界開闊。
【爽心悅目】	謂景色美麗，令人心情愉快。
【水菜不交】	同“水米無干”。
【水長船高】	比喻事物隨著所憑藉的基礎的提高而提高。
【水到渠成】	比喻順著自然趨勢，條件成熟，事情自然會成功。
【水到魚行】	比喻條件具備，事情就可辦成。
【水滴石穿】	水不斷下滴，能把石頭滴穿。比喻只要持之以恆，日久天長，自會做成難以想象的事情。語本《漢書·枚乘傳》：“泰山之霤穿石……水非石之鑽，索非木之鋸，漸靡使之然也。”
【水底撈月】	同“水中撈月”。
【水底撈針】	比喻希望極少。
【水底摸月】	同“水中撈月”。
【水底納瓜】	同“水里納瓜”。
【水調歌頭】	詞牌名。相傳隋煬帝開汴河時曾制《水調歌》，唐人演為大麯。大麯有散序、中序、入破三部分，“歌頭”當為中序的第一章。雙調九十四字至九十七字，前後片各四平韻。宋人于前後片中的各兩個六字句，多夾葉仄韻。也有平仄互葉几乎句句押韻的。共八體。有《元會曲》、《凱歌》、《台城游》、《江南好》、《花犯念奴》等異名。
【水光山色】	泛指山水景色。
【水火不避】	謂不避艱險。
【水火不辭】	見“水火不避”。
【水火無交】	謂無財物牽涉。形容為官清廉。語本《隋書·循吏傳·趙軌》：“別駕在官，水火不與百姓交，是以不敢以壺酒相送。”
【水火無情】	謂水災火災來勢兇猛，毫不留情。
【水火相濟，鹽梅相成】	烹飪賴水火而成，調味兼鹽梅而用。喻人之才性雖各異，而可以和衷共濟。
【水激則旱，矢激則遠】	水流矢飛，受阻則勁悍而去遠。旱，通“悍”。喻因禍致福。
【水盡鵝飛】	①喻利盡交絕。②比喻民窮財盡。
【水盡山窮】	同“水窮山盡”。
【水淨鵝飛】	見“水盡鵝飛”。
【水枯石爛】	極言歷時長久。
【水來土掩】	比喻根據情況設法抵擋。
【水里納瓜】	把瓜捺在水裡，放手便浮起。形容不能容納。
【水流花落】	①喻飄泊不定或蹤跡無常。②比喻時過境遷。
【水流濕，火就燥】	水向濕處流，火往干處燒。謂物之氣質類似必相感應。《易·乾》：“水流濕，火就燥，雲從龍，風從虎……各從其類也。”孔穎達疏：“此二者以形象相感。水流於地，先就濕處；火焚其薪，先就燥處。”後用以比喻事物發展的必然規律。
【水流雲散】	喻時過境遷，人各一方。
【水落歸漕】	喻安穩。
【水落石出】	宋歐陽修《醉翁亭記》：“野芳發而幽香，佳木秀而繁陰，風霜高潔，水落而石出者，山間之四時也。”本謂水位下降後石頭顯露出來。後用以比喻事物真相完全顯露。
【水滿金山】	見“水漫金山”。
【水漫金山】	神話故事。金山，在江蘇省鎮江市。《白雪遺音·馬頭調·雷峰塔》：“金山寺裡法海一見許仙，面帶妖色，不放下山。怒惱白蛇，忙喚青兒，帶領著蝦兵蟹將，這才水漫金山。”亦作“水滿金山”。魯迅《墳·論雷峰塔的倒掉》：“扞法海禪師呴便將他藏在金山寺的法座後，白蛇娘娘來尋夫，於是就水滿金山。”後用以形容大水瀰漫。
【水米無干】	見“水米無交”。
【水米無交】	①比喻彼此經濟上沒有往來。舊時指官吏為官清廉，無所取於民。②多指互不相涉。
【水明山秀】	見“水秀山明”。
【水磨工夫】	喻細緻耐心的工夫。
【水母目蝦】	《文選·郭璞〈江賦〉》：“璅蛣腹蟹，水母目蝦。”李善注引《南越志》：“扞水母呴無耳目，故不知避人。常有蝦依隨之。蝦見人則驚，此物亦隨之而沒。”後因以“水母目蝦”喻人沒有主見，人云亦云。
【水木清華】	指園林景色清朗秀麗。語本晉謝混《游西池》詩：“景昃鳴禽集，水木湛清華。”
【水佩風裳】	以水作珮飾，以風為衣裳。語本唐李賀《蘇小小墓》詩：“風為裳，水為珮”。本寫美人的妝飾。後用以形容荷葉荷花之狀貌。
【水窮山盡】	水和山都到了盡頭，前面無路可走。
【水乳交融】	比喻關係非常融洽或彼此結合十分緊密。
【水深火熱】	《孟子·梁惠王下》：“簞食壺漿以迎王師，豈有他哉？避水火也。如水益深，如火益熱，亦運而已矣。”後以“水深火熱”比喻人民生活處境異常艱難痛苦。
【水剩山殘】	唐杜甫《陪鄭廣文游何將軍山林》詩之五：“剩水滄江破，殘山碣石開”。後以“水剩山殘”多指亡國或經過變亂後國土分裂、山河殘破的景象。
【水石清華】	見“水木清華”。
【水宿風餐】	水上住宿，臨風野餐。形容旅途生活艱苦。
【水宿山行】	夜宿于水，日行于山。形容長途跋涉。
【水天一色】	水光與天色相渾。形容水天相接的遼闊景象。語本唐王勃《滕王閣詩序》：“落霞與孤鶩齊飛，秋水共長天一色。”
【水楔不通】	見“水洩不通”。
【水泄不漏】	又作：滴水不漏。形容說話慎密。
【水洩不通】	亦作“水楔不通”。亦作“水洩不通”。形容十分擁擠或包圍得非常嚴密。
【水泄不透】	同“水洩不通”。
【水洩不通】	見“水洩不通”。
【水洩不通】	見“水洩不通”。
【水性楊花】	水性隨勢而流，楊花隨風飄蕩。比喻婦女作風輕浮，用情不專一。
【水秀山明】	形容山水清麗，風景優美。
【水遠山長】	①同“水遠山遙”。②謂山河遼闊。
【水遠山遙】	謂路程遙遠。
【水月觀音】	佛經謂觀音菩薩有三十三個不同形象的法身，畫作觀水中月影狀的稱水月觀音。見《法華經·普門品》。後用以喻人物儀容清俊秀逸。
【水月鏡花】	水中月，鏡中花。比喻虛幻景象。
【水則載舟，水則覆舟】	水能載舟，也能覆舟。喻民可擁護君主，也能推翻君主。
【水漲船高】	見“水長船高”。
【水至清則無魚】	水太清，魚就不能藏身。比喻對人對事過于苛察，就不能容眾。
【水中撈月】	比喻白費氣力，毫無成果。
【水中著鹽】	喻不著痕跡。
【水中捉月】	見“水中撈月”。
【睡長夢多】	猶夜長夢多。比喻時間長，事情易生變化。
【睡生夢死】	整天像在睡夢裡一樣。形容糊里糊塗地生活。
【吮疽舐痔】	見“吮癰舐痔”。
【吮癰舐痔】	亦作“吮疽舐痔”。謂以口吸癰疽，以舌舔痔瘡而祛其毒。《莊子·列禦寇》：“秦王有病召醫，破癰潰痤者得車一乘，舐痔者得車五乘，所治癒下，得車愈多。”《史記·佞幸列傳》：“文帝嘗病癰，鄧通常為帝唶吮之。”後遂以“吮癰舐痔”形容卑屈媚上的齷齪行為。
【順道者昌，逆德者亡】	見“順德者昌，逆德者亡”。
【順德者昌，逆德者亡】	符合道德的就可以昌盛，違逆道德的就遭到滅亡。
【順非而澤】	順從錯誤言行且加以潤飾。
【順風扯帆】	比喻順應趨勢辦事。
【順風吹火】	順著風勢吹火。比喻因勢乘便，費力不多。
【順風使船】	見“順風行船。”
【順風使舵】	見“順風轉舵”。
【順風使帆】	順著風勢扯帆行船。比喻趁著有利的情勢行事。
【順風行船】	順著風勢行船。比喻趁著有利情勢做事，用力小而收效大。
【順風張帆】	見“順風使帆”。
【順風轉舵】	比喻順著情勢改變態度；見機行事。
【順過飾非】	謂徇私遷就而掩飾錯誤。
【順口開河】	又作：信口開河。不假深思，不負責任地隨口亂說。
【順理成章】	語本《硃子語類》卷十九：“文者，順理而成章之謂也。”原指寫作遵循事理，自成章法。後多用以指說話、做事合乎情理，不悖常例。
【順蔓摸瓜】	同“順藤摸瓜”。
【順美匡惡】	《孝經·事君》：“子曰：君子之事上也，進思盡忠，退思補過，將順其美，匡救其惡。”後因以“順美匡惡”謂歌頌美善，匡正過失。
【順人應天】	同“順天應人”。
【順時而動】	《左傳·隱公十一年》：“度德而處，量力而行之，相時而動，無累後人。”後因以“順時而動”謂順應時勢而行動。無累後人。”後因以“順時而動”謂順應時勢而行動。
【順時隨俗】	順應時勢，隨從習俗。
【順手牽羊】	①語本《禮記·曲禮上》：“效馬效羊者右牽之。”鄭玄註：“用右手便。”後世因以“順手牽羊”比喻順便行事，毫不費力。②今特指順便拿走別人的東西。
【順水放船】	比喻順應當時的情勢，採取相應的行動。
【順水人情】	順勢或趁便給人的好處。
【順水順風】	比喻運氣好，做事順利，沒有阻礙。
【順水推船】	比喻順應情勢說話行事。
【順水推舟】	見“順水推船”。
【順水行舟】	同“順水推船”。
【順藤摸瓜】	順著瓜的藤蔓去尋找瓜。比喻順著發現的線索追根究底。
【順天從人】	見“順天應人”。
【順天應人】	《易·革》：“天地革而四時成，湯武革命，順乎天而應乎人，革之事大矣哉。”孔穎達疏：“殷湯周武，聰明睿智，上順天命，下應人心。”後因以“順天應人”謂順應天命，合乎人心。舊時常用於頌揚建立新的朝代。
【順天者昌，逆天者亡】	見“順天者存，逆天者亡”
【順天者存，逆天者亡】	謂順從天道的就生存，違背天道的則滅亡。
